,Track Name,Artist,Track ID,Genres,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Valence,Lyrics
X Lovers - ""LOVE""
Yameii Online - ""ICE CREAM""
Young Dolph - ""Death Row""
Young M.A - ""Big Steppa""
Yung Bleu - ""Don't Wanna Lose"" ft. Brooklyn Love
Yung Craka - ""Cinnamon Tea""
Zara Larsson - ""Love Me Land (Secondcity Remix)""
8/8
DHeusta - ""To Be Beautiful""
Files J - ""I Woke Up""
John Gabbana - ""No Hook""
IRIS - ""I'll Find My Way""
JT Music - ""Rock n' Barrel Roll""
Now United - ""Nobody Fools Me Twice""
Rockit Gaming - ""Still Alone with You""

8/9
gavn! - Wanderlust
Trevor Daniel, Selena Gomez & Lil Mosey - ""Past Life (Remix)""
8/10
BENEE - ""Snail""
CG5 - ""Get Stickbugged LOL""
Dan Bull - ""Ol' Dirty Bastion""
Deko - ""Crystal Ball""
SAMURAI - ""A Like Supreme""
ryster - ""flowers"" ft. ericdoa

8/11
Adam Snow - ""AFTERPARTY FREESTYLE"" ft. Tory Lanez
Alex Cameron - ""Gaslight (Demo)""
Early Eyes - ""Drawing Myself""
Holly Humberstone - ""Drop Dead""
Jim-E Stack - ""Sweet Summer Sweat"" ft. Dijon
Kyle Allen - ""Toon Catastrophes"" ft. CG5 & Annapantsu
Laurel - ""Scream Drive Faster""
Sylvan Esso - ""Rooftop Dancing""
Tori Kelly - ""Unbothered""
8/12
03 Greedo & Ron-Ron The Producer - ""Drip Keep Going""
BlocBoy JB - ""No Dribble Freestyle""
Buddy - ""Ain't Sweet"" ft. Matt Ox
FLETCHER - ""If I Hated You""
Future Islands - ""Thrill""
Given - ""ステージから君に捧ぐ""
Lil Cobaine - ""Monday Magic""
Ramriddlz - ""Skittlz""
Sheff G & Sleepy Hallow - ""Tip Toe""
Silver Sphere - ""handle me""
Smokepurpp - ""Said a Lotta Things""
Starrah - ""How It Goes""
THEY. - ""All Mine""
Trannos & Eleni Foureira - ""Egw & Esy""
8/13
Alice Glass - ""NIGHTMARES""
BIGBABYGUCCI - ""Blood on the Asphalt""
Ciara - ""Rooted"" ft. Ester Dean
Childish Major - ""Kick It"" ft. Jace
Cousin Stizz - ""Crocodile Tears""
Cousin Stizz - ""Mac Roni""
Daughtry - ""World On Fire""
Dua Lipa - ""Levitating (The Blessed Madonna Remix)"" ft. Madonna & Missy Elliott
IHATEYOUSHEED & Moses Mosima - ""Pastel (Remix)"" ft. Kevin Abstract
Jutes - ""Bad Dream""
Linkin Park - ""She Couldn't""
Kylie Minogue - ""Say Something (Acoustic)""
NateWantsToBattle - ""Addict"" ft. AmaLee
NIKI - ""Lose""
osquinn - ""u dont know me""
Rico Nasty - ""IPHONE""
Sada Baby - ""Whole Lotta Choppas""
Saigon - ""Bullets-19""
The Living Tombstone - ""Chosen""
YoungBoy Never Broke Again - ""Kacey Talk""
8/14
8 Graves - ""Teeth""
88rising & Danny Ocean - ""​Midsummer Madness 20"" ft. Higher Brothers, AUGUST 08, Joji & Rich Brian
Alaina Castillo - ""tonight""
Alicia Keys - ""So Done"" ft. Khalid
Anderson .Paak - ""CUT EM IN"" ft. Rick Ross
Anne-Marie - ""To Be Young (220 KID Remix)"" ft. Doja Cat
Annie - ""Dark Hearts""
Ant Beale - ""Ass Up Guns Down""
Anthony Ramos - ""Stop""
AViVA - ""SHATTERED PIECES MAKE ME SHARP (EVIL-B)""
Big K.R.I.T. - ""KICKOFF""
Blacc Zacc - ""Flag on the Play""
blackbear - ""lil bit""
BROKEASF & 42 Dugg - ""How""
Charlie Puth & blackbear - ""Hard on Yourself""
Charlotte Day Wilson - ""Take Care of You"" ft. Syd
Charlotte Day Wilson - ""Summertime""
CHASE ATLANTIC - ""OUT THE ROOF""
Cheat Codes & DVBBS - ""No Time"" ft. Wiz Khalifa & PRINCE$$ ROSIE
Chelsea Collins - ""Water Run Dry"" ft. 24kGoldn
CHIKA - ""My Power""
Chloe Adams - ""Do You Believe In Magic?""
Daddex - ""Walking on Water""
deadman 死人 - ""negative thoughts.""
Dee Watkins - ""Cash App"" ft. Jackboy
Devin Dawson - ""I Got a Truck""
Drake - ""Laugh Now Cry Later"" ft. Lil Durk
DripReport - ""Places""
Dynoro & Outwork - ""Elektro"" ft. Mr. Gee
EARTHGANG - ""Powered Up""
Fredo - ""Daily Duppy""
Futuristic & Crypt - ""Now or Never""
G Perico - ""Toolie""
Gallant - ""Only One""
Gia Woods - ""INTO IT""
Good Times Ahead, Dave Nada & Tittsworth - ""Love Die"" ft. KLA
Guapdad 4000 - ""Hairless Horseman"" ft. Boogie
HDBeenDope - ""TOP""
IDRYS - ""Lucky Day""
ILIRA - ""Easy""
Internet Money - ""Lemonade"" ft. Gunna, NAV & Don Toliver
Jack Harlow - ""Automatic""
Jaden - ""Rainbow Bap""
Joey Trap - ""TOO MUCH""
Kayzo - ""Say It""
Kito, ZHU & Jeremih - ""Follow""
Landon Cube - ""Wishing and Hoping""
LANY - ""you!""
Lauren Sanderson - ""Frustrated""
Like Saturn - ""In the Clouds""
Lute - ""Get It And Go"" ft. Blakk Soul
Mak Sauce & Stunna 4 Vegas - ""Good Afternoon""
Mark Battles - ""Thankful"" ft. Kevin Gates
Melvoni - ""CITY ROLLING"" ft. YSN Flow
Miley Cyrus - ""Midnight Sky""
Mir Fontane - ""Georgia Peaches""
MO3 & Kevin Gates - ""Broken Love""
Money Man - ""24 (Remix)"" ft. Lil Baby
Morgan Wallen - ""7 Summers""
Nas - ""ULTRA BLACK"" ft. Hit-Boy
Nez - ""Work"" ft. Saint Bodhi & DUCKWRTH
Nickelback - ""The Devil Went Down to Georgia""
Nimic Revenue - ""Win Again""
Off Bloom - ""What We Do""
Parker McCollum - ""Young Man’s Blues""
Party Favor - ""ACTUP"" ft. JAHMED
R3HAB & Amba Shepherd - ""Smells Like Teen Spirit""
Ricky Reed, Leon Bridges & Kiana Ledé - ""Better""
Rockit Gaming & Borderline Disaster - ""Shadows of Evil""
Russ - ""Throne Talks""
Shenseea - ""Sure Sure""
SAYGRACE & Flo Milli - ""Boys Ain’t Shit""
SLY & Emily Warren - ""Cotton Candy""
Smino, Monte Booker & The Drums - ""Backstage Pass""
Stockz & Lute - ""MANHATTAN (Remix)""
Stunna Girl - ""Rotation (Game Mix)""
Suigeneris - ""Oppa Dance""
The Killers - ""Dying Breed""
The Stupendium - ""Rest Employed""
Tim McGraw - ""7500 OBO""
TOKYO’S REVENGE - ""IRRESPONSIBLE""
Trey Songz - ""Circles""
Violet Days - ""Still Dreaming""
YBN Nahmir - ""I Remember""
YSN Flow - ""Back for My Ends"" ft. Melvoni
YUNGBLUD & Denzel Curry - ""Lemonade""
Zachary Knowles - ""slow summer""
ZenAware - ""Replay"" ft. Trini Baby

8/15
CG5 - ""Failure to Success""
OMB Peezy - ""RIP NIP (Where Yo Money At Freestyle)""
Rob Markman - ""Love Language"" ft. BurnsBeats & MyCynfulWorld


8/14
Garrett Bradford - ""This Way of Life""

​8/16
Tate McRae - ""don’t be sad (demo)""
8/17
AJR - ""Bang! (AhhHaa Remix)"" ft. Hayley Kiyoko
Deko - ""Pretty Mosh (Off Topic)""
Father John Misty - ""To R.""
Father John Misty - ""To S.""
Lil Darkie - ""ELECTRIC DANDELIONS""
8/18
Aminé - ""Hello"" ft. Luke Steele
Angel Olsen - ""Waving, Smiling""
Arlo Parks - ""Hurt""
Brasstracks, Masego & Common - ""Golden Ticket""
DDG - ""Moonwalking in Calabasas (Remix)"" ft. Blueface
Jackboy & Tee Grizzley - ""Married to My Enemies""
Jay Gwuapo - ""Smoke Season Freestyle""
Kyle Allen - ""Stick Bug""
Lauren Hashian - ""Step Into a Love Like This""
Lil Duke - ""So Different""
Rich Brian - ""Don’t Care""
Taylor Swift - ""the lakes""
Tomberlin - ""Wasted""
8/19
A. G. Cook - ""Oh Yeah""
​blackbear & Lauv - ""if i were u""
Bodega Bamz - ""Mind Off U"" ft. Kevin Gates
Chynna - ""stupkid""
Dirty Projectors - ""Holy Mackerel""
flor - ""lmho""
koi - ""shell""
London Grammar - ""Baby It's You""
Money Man - ""Amazon""
Phoenix - ""Identical""
Roosevelt - ""Echoes""
RZA - ""Fighting for Equality"" ft. Ghostface Killah
Sevdaliza - ""Habibi""
The LOX - ""Bout Shit"" ft. DMX
​​wifisfuneral - ""Ocean"" ft. Smoove’L
Will Butler - ""Close My Eyes""
You Me At Six - ""MAKEMEFEELALIVE""
8/20
Aluna - ""Envious""
Bazzi - ""Crazy""
Bishop Briggs - ""We Will Rock You""
boy pablo - ""Rest Up""
boy pablo - ""People""
​Call Me Karizma - ""Petrified""
Carlie Hanson - ""Good Enough""
CG5 - ""You Have Been Distracted""
Chløë Black - ""Sacrifice""
CXLOE - ""One and Lonely""
Daddex - ""Homecoming""
Dan Bull - ""So Fly""
Dizzee Rascal - ""L.L.L.L. (Love Life Live Large)"" ft. Chip
El Alfa & Tyga - ""Trap Pea""
GrecoTax - ""TRAUMATIZED""
Headie One - ""Ain’t It Different"" ft. AJ Tracey & Stormzy
Katy Perry - ""What Makes a Woman""
Nines - ""Airplane Mode"" ft. NSG
Pip Millett - ""Stupid People""
Rockit Gaming - ""Welcome to Hazbin""
Savage Ga$p - ""​flipphone"" ft. Marvy Ayy
​Tate McRae - ""don’t be sad""
Vera Blue - ""Lie to Me""
Wafia - ""Good Things""
8/21
27CLUB & Sammy Adams - ""HELP""
42 Dugg - ""Free Merey""
Agnes - ""Fingers Crossed""
Alborosie - ""Listen to the Waves""
Alexandra Kaye - ""I Kinda Don't""
Amber Mark - ""Thong Song""
American Authors - ""Brick by Brick""
Arlissa - ""The House We Live In""
Astrid S - ""Marilyn Monroe""
B.o.B - ""Slizzy Sity""
BJRNCK - ""Real"" ft. Boogie
BIGBABYGUCCI - ""Not in My Prime""
Billy Marchiafava - ""Brunchtime"" ft. Lil Kapow
BlocBoy JB - ""Count Up""
Brothers Osborne - ""Skeleton""
Bruno Martini - ""Bend the Knee"" ft. IZA & Timbaland
BTS - ""Dynamite""
Boys Like Girls - ""Just Keep Breathing""
Boys Like Girls - ""Getaway Green""
Boys Like Girls - ""Kids in Trouble""
Busta Rhymes - ""The Don & the Boss"" ft. Vybz Kartel
Charlie Puth - ""Free""
chloe moriondo - ""I Want to Be with You""
Clean Bandit & Mabel - ""Tick Tock"" ft. 24kGoldn
Confidence Man - ""First Class Bitch""
Dan Bull - ""TimTheTatman is Bad at Fall Guys""
Danny L Harle - ""Dreaming"" ft. Lil Texas
Delta Goodrem - ""Back in '84""
Dolly Parton - ""Mary, Did You Know?""
Doodie Lo & King Von - ""Me and Doodie Lo""
DROELOE - ""Open Blinds""
Elohim - ""I'm Lost""
Felix Jaehn - ""No Therapy"" ft. Bryan Christopher & Nea
Fivio Foreign - ""13 Going on 30""
FLETCHER - ""Feel""
Flo Rida, Lil Jon & Nategawd - ""Take a Shot and Make a TikTok""
Forest Blakk - ""Foolish""
Goody Grace - ""Nothing Good"" ft. Juicy J & G-Eazy
GRANT - ""Hell Yes, I’m Betting on You""
Greyson Chance - ""Bad to Myself""
Hendersin - ""Shine""
Iggy Azalea & Tinashe - ""Dance Like Nobody’s Watching""
Internet Money - ""Thrusting"" ft. Future & Swae Lee
IV JAY - ""No Fun""
Jake Miller - ""ROSS AND RACHEL""
Justin Jesso - ""Too Good to Lose""
Justin Stone - ""Always""
Katie Melua - ""Leaving the Mountain""
Keedron Bryant - ""U GOT THIS""
Kevo Muney - ""Amen"" ft. Kevin Gates
Kid Ink - ""45""
Kiiara - ""Never Let You""
Kyle Allen - ""You Have Been Distracted""
Lauren Alaina - ""Getting Over Him"" ft. Jon Pardi
Lewis Del Mar - ""Sewers""
Like Saturn - ""Midnight Sailing""
​lilbootycall - ""Can’t Find It""
Lukas Graham - ""Share That Love"" ft. G-Eazy
Mariah Carey & Lauryn Hill - ""Save the Day""
Mario Judah - ""Can't Stop Me""
Melvoni - ""ONE MAN ARMY""
Movements - ""Skin to Skin""
Nasty C - ""Zulu Man""
Nightly - ""summer""
Pharrell Williams - ""Entrepreneur"" ft. JAY-Z
Phora - ""Promises""
Pouya - ""Who Am I to Blame?""
Madison Beer - ""Baby""
Ozuna, KAROL G & Myke Towers - ""Caramelo (Remix)""
Rexx Life Raj - ""Canvas""
Russ - ""Aw Aw""
Savannah Cristina - ""Gold Mine""
Secrets - ""Iron Hearted""
Shotgun Willy & Yung Craka - ""You Already Know""
SVDDEN DEATH & SLANDER - ""Blood on Me""
The Neighbourhood - ""Devil’s Advocate""
Tinie Tempah - ""Moncler (Remix)"" ft. Roy Woods
​tobi lou - ""Pretty Much""
YNW Bortlen - ""Been Thru""
8/22
JT Music - ""Drop You""
Kyle Allen - ""We're the Fall Guys""
Travis Scott - ""THE PLAN""
8/24
Deko - ""Barnacles (Freestyle)""
Janine - ""Best Thing""
Leikeli47 - ""Zoom""
NAO - ""Woman"" ft.  Lianne La Havas
Portugal. The Man - ""Tomorrow""
SEVENTEEN - ""24H""
Tiwa Savage & Sam Smith - ""Temptation""
Toni Braxton - ""Gotta Move On"" ft. H.E.R.

8/25
Big Sean - ""Deep Reverence"" ft. Nipsey Hussle
Bon Jovi - ""Do What You Can""
Celeste - ""Little Runaway""
Cults - ""Monolithic""
osquinn - ""sticks & stones""
Fenne Lily - ""Solipsism""
Hotboii - ""Don’t Need Time (Remix)"" ft. Lil Baby
Julia Holter - ""Gold Dust Woman""
Locksmith & KXNG Crooked - ""Blasphemy""
Scribz Riley - Mandy""
Sasha Sloan - ""House with No Mirrors""
Thundercat - ""Dragonball Durag (Remix)"" ft. Guapdad 4000 & Smino
Tinie Tempah - ""Whoppa (Remix)"" ft. Elettra Lamborghini
Vistas - ""Stranger""
​​wifisfuneral - ""Back Ache""
8/26
APRE - ""Without Your Love""
AUGUST 08 - ""Bussdown Your Soul"" ft. Barney Bones
Carly Rose - ""song of the summer""
​clipping. - ""Say the Name""
Conway the Machine - ""Fear of God"" ft. DeJ Loaf
Disclosure, Kehlani & Syd - ""Birthday""
Emily King - ""See Me""
girl in red - ""Rue""
GRACEY & Alexander 23 - ""Like That""
Kayzo & REAPER - ""Wait"" ft. Qoiet
Lil Playah - ""in my bag!""
Lil Tecca - ""Royal Rumble""
Luna Shadows - ""the nineties""
Ms Banks - ""Novikov""
Porter Robinson - ""Mirror""
Rich The Kid, Quavo & Takeoff - ""Too Blessed""
SVDDEN DEATH - ""UTAH""
TM88 - ""War Stories"" ft. Calboy & Slatt Zy
Unlike Pluto - ""Candid""
YoungBoy Never Broke Again - ""Murder Business""

8/27
Amy MacDonald - ""The Hudson (Edit)""
Amy MacDonald - ""The Hudson""
Baby Queen - ""Medicine""
Circa Waves - ""Lemonade"" ft. Alfie Templeman
Clara Mae - ""Alright"" ft. Russell Dickerson
Cordae - ""Gifted""
Creo - ""Exosphere""
Crooked Colours - ""Love Language""
Faithless - ""Synthesizer"" ft. Nathan Ball
JAYJ - ""Brand New""
Keyed Up - ""Can't Hold On""
Lil Boom - ""Don't Cry 2B (Remix)"" ft. lilbootycall
Octavian, Gunna & SAINt JHN - ""Famous""
Matt Bellamy - ""Behold, The Glove""
Matt Simons - ""Better Tomorrow""
Tender - ""Own Up""
Xavier Omär - ""So Much More""
8/28
5 Seconds of Summer - ""Kill My Time""
A$AP Ferg - ""No Ceilings"" ft. Jay Gwuapo & Lil Wayne
Afrojack & Imanbek - ""Hey Baby"" ft. Gia Koka
Alexandra Burke - ""Naturally"" ft. Beenie Man
Allie X & Della Casa - ""Downtown (2020)""
Ashton Travis - ""Passion & Pain!""
BLACKPINK & Selena Gomez - ""Ice Cream""
Black Thought - ""Good Morning"" ft. Killer Mike, Pusha T, Swizz Beatz
Calvin Harris & The Weeknd - ""Over Now""
Carrie Underwood - ""Let There Be Peace""
Christina Aguilera - ""Reflection (2020)""
CNCO - ""Beso""
Comethazine - ""Air Max""
DBangz - ""Been a Long Time""
Emma Steinbakken - ""September""
Eric Church - ""Crazyland""
Fox Stevenson - ""Don't Care Crown""
Futuristic, 24hrs & YBN Almighty Jay - ""Come Home""
galen tipton - ""mithril""
Hendersin - ""No Plan B""
India Shawn - ""Movin’ On"" ft. Anderson .Paak
ILLENIUM - ""Nightlight""
Jaebanzz - ""Miranda""
Jazmine Sullivan - ""Lost One""
Jelani Blackman - ""Hello""
Kai Whiston - ""BOYEI""
Kai Whiston - ""DEAR""
Kalpee - ""Gimme De Ting"" ft. Stefflon Don
KBFR - ""Roll The Dice (The Dice Beat)"" ft. Ricky Desktop
Keith Urban - ""Tumbleweed""
King Von - ""How It Go""
Lao Ra  - ""Suena Taz""
Lawson -  ""Four Letters""
Like Saturn - ""Forgiveness""
​Mae Muller - ""so annoying""
Maggie Lindemann - ""Knife Under My Pillow""
Malia Civetz - ""Love Thing"" ft. Yung Baby Tate
MC Lan - ""I'm F.R.E.A.K."" ft. Desiigner
Nothing But Thieves - ""Unperson""
​phem - ""Self Control""
POORSTACY - ""Darkest Night"" ft. Travis Barker
Problem - ""NOTHIN"" ft. Jack Harlow & Jay Rock
Olivia Holt & R3HAB - ""love u again""
Rudimental - ""Come Over"" ft. Anne-Marie & Tion Wayne
Russ - ""Take You Back"" ft. Kehlani
Ruth B. - ""Dirty Nikes""
Sasha Keable - ""Just Friends""
Saweetie - ""Tap In (Remix)"" ft. Post Malone, DaBaby & Jack Harlow
SAYGRACE - ""Feel Good""
Sheppard - ""Catalina""
Sheryl Crow - ""In the End""
Smoove’L - ""Chrome No Heart""
St. Vincent - ""New York (Remix)"" ft. YOSHIKI
Steve Aoki & KREAM - ""LIES""
Surfaces - ""Sail Away""
Terror Jr - ""Dinner Plate""
The Flaming Lips - ""Mother Please Don’t Be Sad""
The Neighbourhood - ""Pretty Boy""
Toosii & Summer Walker - ""Love Cycle""
Topic & A7S - ""Why Do You Lie to Me?"" ft. Lil Baby
TROPICO - ""Hold On"" ft. Sheff G
Ty Dolla $ign - ""Expensive"" ft. Nicki Minaj
Tyla Yaweh - ""Tommy Lee (Remix)"" ft. SAINt JHN & Post Malone
VÉRITÉ - ""younger woman""
Zhala - ""Holes""
ZZ Ward - ""Giant""
8/30
YSN Flow - ""Social Distance""
8/31
AJR - ""Bummerland""
Buddy - ""Glitch"" ft. Tinashe
Deko - ""Pink"" ft. Yameii Online
JPEGMAFIA - ""LAST DANCE!""
Joe Fox - ""Sometimes""
Monica & Lil Baby - ""TRENCHES""
NateWantsToBattle - ""Introduction""2Embed"
52,To The Club,Spankox,2pzbOf8l5eZmKaPYYRNgKK,4,0.00157,0.74,0.787,0.00044,0.876,-6.284,0.0928,126.984,0.43,"281 ContributorsTranslationsРусскийPortuguêsBlack Beatles Lyrics[Intro: Swae Lee & Gucci Mane]
Black Beatles in the city
Be back immediately to confiscate the moneys
(Ear Drummers)
Rae Sremm, Guwop, Mike WiLL
I sent flowers, but you said you didn't receive 'em
But you said you didn't need them (Mike WiLL Made-It!)

[Chorus: Swae Lee]
That girl is a real crowd pleaser (Oh, yeah)
Small world, all her friends know of me (They know me)
Young bull livin' like an old geezer (Ah)
Quick-release the cash, watch it fall slowly (Slowly)
Frat girls still tryna get even (Tryna get even)
Haters mad for whatever reason (Yeah, yeah)
Smoke in the air, binge drinking (Oh, oh)
They lose it when the DJ drops the needle (And they lose it)

[Verse 1: Swae Lee]
Getting so gone I'm not blinkin'
What in the world was I thinkin'?
New day, new money to be made
There is nothin' to explain
I'm a fuckin' black Beatle, cream seats in the Regal
Rockin' John Lennon lenses, like to see ‘em spread eagle
Took a bitch to the club and let her party on the table
Screamin', ""Everybody's famous!""
Like clockwork, I blow it all
And get some more
Get you somebody that can do both
Black Beatles got the babes belly rollin'
She think she love me, I think she trollin'
You might also like[Chorus: Swae Lee]
That girl is a real crowd pleaser (Oh, yeah)
Small world, all her friends know of me (They know me)
Young bull livin' like an old geezer (Ah)
Quick-release the cash, watch it fall slowly (Slowly)
Frat girls still tryna get even (Tryna get even)
Haters mad for whatever reason (Yeah, yeah)
Smoke in the air, binge drinkin' (Oh, oh)
They lose it when the DJ drops the needle (And they lose it)

[Verse 2: Gucci Mane]
Came in with two girls, look like strippers in their real clothes
A broke ho can only point me to a rich ho
A yellow bitch with green hair, a real weirdo
Black man, yellow Lamb', red light go
They seen that Guwop and them just came in through the side door
There's so much money on the floor we buyin' school clothes
Why you bring the money machine to the club for?
Pint of lean, pound of weed, and a kilo
I Eurostep past a hater like I'm Rondo
I upgrade your baby mama to a condo
Like Chapo servin' llello to the gringos
Black Beatle, club close when I say so

[Chorus: Swae Lee]
That girl is a real crowd pleaser (Oh, yeah)
Small world, all her friends know of me (They know me)
Young bull livin' like an old geezer (Ah)
Quick-release the cash, watch it fall slowly (Slowly)
Frat girls still tryna get even (Tryna get even)
Haters mad for whatever reason (Yeah, yeah)
Smoke in the air, binge drinkin' (Oh, oh)
They lose it when the DJ drops the needle (And they lose it)
[Verse 3: Slim Jxmmi]
She's a good teaser, and we blowin' reefer
Your body like a work of art, baby
Don't fuck with me, I'll break your heart, baby
D&G on me, I got a lot of flavor
15 hundred on my feet, I'm tryna kill these haters
I had haters when I was broke, I'm rich, I still got haters
I had hoes when I was broke, I'm rich, I'm still a player
I wear leather Gucci jackets like it's still the 80s
I've been blowin' OG Kush, I feel a lil' sedated
I can't worry about a broke nigga or a hater
Black Beatle, bitch, me and Paul McCartney related

[Chorus: Swae Lee]
That girl is a real crowd pleaser (Oh, yeah)
Small world, all her friends know of me (They know me)
Young bull livin' like an old geezer (Ah)
Quick-release the cash, watch it fall slowly (Slowly)
Frat girls still tryna get even (Tryna get even)
Haters mad for whatever reason (Yeah, yeah)
Smoke in the air, binge drinkin' (Oh, oh)
They lose it when the DJ drops the needle (And they lose it)224Embed"
